Date : 2026-03-10 14:33:22
Directory : c:\Users\conta\Desktop\project\client
Total : 430 files,  43692 codes, 61 comments, 4197 blanks, all 47950 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\conta\Desktop\project\client\src\app\shop-signup\step5\[id]\page.tsx                                            | TypeScript JSX     |         44 |          0 |         10 |         54 |
| c:\Users\conta\Desktop\project\client\src\app\shop-signup\step5\client.tsx                                               | TypeScript JSX     |        250 |          0 |         40 |        290 |
| c:\Users\conta\Desktop\project\client\src\app\shop-signup\stepBar.module.css                                             | PostCSS            |         81 |          0 |         12 |         93 |
| c:\Users\conta\Desktop\project\client\src\app\shop-signup\stepBar.tsx                                                    | TypeScript JSX     |        106 |          1 |         29 |        136 |
| c:\Users\conta\Desktop\project\client\src\app\shop-signup\type.ts                                                        | TypeScript         |         70 |          0 |          7 |         77 |
| c:\Users\conta\Desktop\project\client\src\app\signup\layout.tsx                                                          | TypeScript JSX     |          4 |          0 |          1 |          5 |
| c:\Users\conta\Desktop\project\client\src\app\signup\page.tsx                                                            | TypeScript JSX     |         22 |          0 |          3 |         25 |
| c:\Users\conta\Desktop\project\client\src\app\signup\signup-form.tsx                                                     | TypeScript JSX     |        106 |          0 |         14 |        120 |
| c:\Users\conta\Desktop\project\client\src\app\signup\verify\page.tsx                                                     | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\app\signup\verify\resend.tsx                                                   | TypeScript JSX     |         40 |          0 |          9 |         49 |
| c:\Users\conta\Desktop\project\client\src\app\signup\verify\verify-form.tsx                                              | TypeScript JSX     |         99 |          0 |         15 |        114 |
| c:\Users\conta\Desktop\project\client\src\app\terms-and-conditions\content.tsx                                           | TypeScript JSX     |        516 |          0 |         74 |        590 |
| c:\Users\conta\Desktop\project\client\src\app\terms-and-conditions\page.tsx                                              | TypeScript JSX     |         24 |          0 |          4 |         28 |
| c:\Users\conta\Desktop\project\client\src\app\tokutei\content.tsx                                                        | TypeScript JSX     |         81 |          0 |         12 |         93 |
| c:\Users\conta\Desktop\project\client\src\app\tokutei\link\page.tsx                                                      | TypeScript JSX     |         28 |          0 |          5 |         33 |
| c:\Users\conta\Desktop\project\client\src\app\tokutei\page.tsx                                                           | TypeScript JSX     |         24 |          0 |          4 |         28 |
| c:\Users\conta\Desktop\project\client\src\app\tokutei\selling\content.tsx                                                | TypeScript JSX     |        111 |          0 |         20 |        131 |
| c:\Users\conta\Desktop\project\client\src\app\tokutei\selling\page.tsx                                                   | TypeScript JSX     |         24 |          0 |          4 |         28 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\layout.tsx                                                        | TypeScript JSX     |          4 |          0 |          1 |          5 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\points\form.tsx                                                   | TypeScript JSX     |        125 |          0 |         24 |        149 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\points\page.tsx                                                   | TypeScript JSX     |         39 |          0 |          8 |         47 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\request\form.tsx                                                  | TypeScript JSX     |        159 |          0 |         26 |        185 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\request\page.tsx                                                  | TypeScript JSX     |         39 |          0 |          8 |         47 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\transfar.module.css                                               | PostCSS            |        201 |          0 |         23 |        224 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\transfarUI.tsx                                                    | TypeScript JSX     |         16 |          0 |          2 |         18 |
| c:\Users\conta\Desktop\project\client\src\app\transfar\types.ts                                                          | TypeScript         |         19 |          0 |          2 |         21 |
| c:\Users\conta\Desktop\project\client\src\app\upload\[id]\page.tsx                                                       | TypeScript JSX     |         63 |          0 |         13 |         76 |
| c:\Users\conta\Desktop\project\client\src\app\upload\attributes.tsx                                                      | TypeScript JSX     |        275 |          1 |         38 |        314 |
| c:\Users\conta\Desktop\project\client\src\app\upload\attributesCard.module.css                                           | PostCSS            |        189 |          6 |         19 |        214 |
| c:\Users\conta\Desktop\project\client\src\app\upload\before\client.tsx                                                   | TypeScript JSX     |         54 |          0 |         11 |         65 |
| c:\Users\conta\Desktop\project\client\src\app\upload\before\page.tsx                                                     | TypeScript JSX     |         20 |          0 |          4 |         24 |
| c:\Users\conta\Desktop\project\client\src\app\upload\brandInput.tsx                                                      | TypeScript JSX     |        103 |          0 |         19 |        122 |
| c:\Users\conta\Desktop\project\client\src\app\upload\category.tsx                                                        | TypeScript JSX     |        207 |          2 |         43 |        252 |
| c:\Users\conta\Desktop\project\client\src\app\upload\condition.tsx                                                       | TypeScript JSX     |         63 |          0 |         10 |         73 |
| c:\Users\conta\Desktop\project\client\src\app\upload\draft\[id]\page.tsx                                                 | TypeScript JSX     |         63 |          0 |         13 |         76 |
| c:\Users\conta\Desktop\project\client\src\app\upload\edit\[id]\page.tsx                                                  | TypeScript JSX     |         63 |          0 |         13 |         76 |
| c:\Users\conta\Desktop\project\client\src\app\upload\form.tsx                                                            | TypeScript JSX     |        465 |         10 |         90 |        565 |
| c:\Users\conta\Desktop\project\client\src\app\upload\genderAge.tsx                                                       | TypeScript JSX     |        163 |          2 |         32 |        197 |
| c:\Users\conta\Desktop\project\client\src\app\upload\hooks\useFileUpload.ts                                              | TypeScript         |        155 |          6 |         32 |        193 |
| c:\Users\conta\Desktop\project\client\src\app\upload\hooks\useUpload.ts                                                  | TypeScript         |        282 |          0 |         33 |        315 |
| c:\Users\conta\Desktop\project\client\src\app\upload\itemImage.tsx                                                       | TypeScript JSX     |         59 |          0 |          7 |         66 |
| c:\Users\conta\Desktop\project\client\src\app\upload\itemNameDetail.tsx                                                  | TypeScript JSX     |         39 |          0 |          5 |         44 |
| c:\Users\conta\Desktop\project\client\src\app\upload\layout.tsx                                                          | TypeScript JSX     |          4 |          0 |          1 |          5 |
| c:\Users\conta\Desktop\project\client\src\app\upload\material.module.css                                                 | PostCSS            |         81 |          4 |          9 |         94 |
| c:\Users\conta\Desktop\project\client\src\app\upload\material.tsx                                                        | TypeScript JSX     |        102 |          0 |         14 |        116 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\[id]\page.tsx                                                    | TypeScript JSX     |         50 |          0 |         13 |         63 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\button.tsx                                                       | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\itemHighlight.tsx                                                | TypeScript JSX     |         53 |          0 |          6 |         59 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\ok.module.css                                                    | PostCSS            |        142 |          0 |         20 |        162 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\okPage.tsx                                                       | TypeScript JSX     |         18 |          0 |          3 |         21 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\okText.tsx                                                       | TypeScript JSX     |         16 |          0 |          4 |         20 |
| c:\Users\conta\Desktop\project\client\src\app\upload\ok\okUI.tsx                                                         | TypeScript JSX     |         20 |          0 |          4 |         24 |
| c:\Users\conta\Desktop\project\client\src\app\upload\price.tsx                                                           | TypeScript JSX     |         67 |          0 |         15 |         82 |
| c:\Users\conta\Desktop\project\client\src\app\upload\shipping.tsx                                                        | TypeScript JSX     |        168 |          4 |         23 |        195 |
| c:\Users\conta\Desktop\project\client\src\app\upload\types\type.ts                                                       | TypeScript         |         72 |          0 |         10 |         82 |
| c:\Users\conta\Desktop\project\client\src\app\upload\types\uploadType.ts                                                 | TypeScript         |         35 |          0 |          1 |         36 |
| c:\Users\conta\Desktop\project\client\src\app\upload\upload.module.css                                                   | PostCSS            |        427 |          0 |         46 |        473 |
| c:\Users\conta\Desktop\project\client\src\app\upload\uploadUI.tsx                                                        | TypeScript JSX     |         14 |          0 |          2 |         16 |
| c:\Users\conta\Desktop\project\client\src\app\upload\videoInput.tsx                                                      | TypeScript JSX     |        128 |          0 |         17 |        145 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\button.module.css                                                | PostCSS            |         35 |          0 |          3 |         38 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\followButton.tsx                                                 | TypeScript JSX     |         77 |          0 |         15 |         92 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\follow\[id]\page.tsx                                             | TypeScript JSX     |         58 |          0 |         12 |         70 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\follow\followHeader.module.css                                   | PostCSS            |         28 |          0 |          3 |         31 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\follow\followHeader.tsx                                          | TypeScript JSX     |         46 |          0 |          5 |         51 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\follow\followUI.tsx                                              | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\good-comment\[id]\page.tsx                                       | TypeScript JSX     |         34 |          0 |          6 |         40 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\good-item\[id]\page.tsx                                          | TypeScript JSX     |         34 |          0 |          6 |         40 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\goodUI.tsx                                                       | TypeScript JSX     |         14 |          0 |          2 |         16 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\layout.tsx                                                       | TypeScript JSX     |          4 |          0 |          1 |          5 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\type.ts                                                          | TypeScript         |         21 |          0 |          3 |         24 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\userList.module.css                                              | PostCSS            |        125 |          0 |         15 |        140 |
| c:\Users\conta\Desktop\project\client\src\app\user-list\userList.tsx                                                     | TypeScript JSX     |        187 |          0 |         21 |        208 |
| c:\Users\conta\Desktop\project\client\src\assets\images\website-image\logo&mark\FLEX Outdoor ロゴ (3000 x 1000 px)背景透過.svg | XML                |          1 |          0 |          0 |          1 |
| c:\Users\conta\Desktop\project\client\src\components\accordion\accordion-grid.tsx                                        | TypeScript JSX     |          8 |          0 |          2 |         10 |
| c:\Users\conta\Desktop\project\client\src\components\accordion\accordion.tsx                                             | TypeScript JSX     |         49 |          0 |          7 |         56 |
| c:\Users\conta\Desktop\project\client\src\components\accordion\styles\accordion-grid.module.css                          | PostCSS            |         20 |          0 |          2 |         22 |
| c:\Users\conta\Desktop\project\client\src\components\accordion\styles\accordion.module.css                               | PostCSS            |         39 |          0 |          5 |         44 |
| c:\Users\conta\Desktop\project\client\src\components\confirm-card\confirmSection.tsx                                     | TypeScript JSX     |        142 |          1 |         14 |        157 |
| c:\Users\conta\Desktop\project\client\src\components\confirm-card\confirmcard.module.css                                 | PostCSS            |        123 |          0 |         14 |        137 |
| c:\Users\conta\Desktop\project\client\src\components\container\container.module.css                                      | PostCSS            |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\components\container\container.tsx                                             | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\conta\Desktop\project\client\src\components\follow-button\followButton.module.css                               | PostCSS            |         33 |          0 |          3 |         36 |
| c:\Users\conta\Desktop\project\client\src\components\follow-button\followButton.tsx                                      | TypeScript JSX     |         71 |          1 |         15 |         87 |
| c:\Users\conta\Desktop\project\client\src\components\footer\footer.module.css                                            | PostCSS            |         68 |          0 |          7 |         75 |
| c:\Users\conta\Desktop\project\client\src\components\footer\footer.tsx                                                   | TypeScript JSX     |         55 |          0 |         11 |         66 |
| c:\Users\conta\Desktop\project\client\src\components\guide\guide-link.tsx                                                | TypeScript JSX     |         20 |          0 |          2 |         22 |
| c:\Users\conta\Desktop\project\client\src\components\guide\guide-section.tsx                                             | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\components\guide\guide-small.tsx                                               | TypeScript JSX     |         10 |          0 |          2 |         12 |
| c:\Users\conta\Desktop\project\client\src\components\guide\guide-subtitle.tsx                                            | TypeScript JSX     |         11 |          0 |          3 |         14 |
| c:\Users\conta\Desktop\project\client\src\components\guide\index.ts                                                      | TypeScript         |          4 |          0 |          0 |          4 |
| c:\Users\conta\Desktop\project\client\src\components\guide\styles\guide-link.module.css                                  | PostCSS            |         26 |          0 |          2 |         28 |
| c:\Users\conta\Desktop\project\client\src\components\guide\styles\guide-small.module.css                                 | PostCSS            |          3 |          0 |          0 |          3 |
| c:\Users\conta\Desktop\project\client\src\components\guide\styles\guide-subtitle.module.css                              | PostCSS            |         10 |          0 |          1 |         11 |
| c:\Users\conta\Desktop\project\client\src\components\header\header.module.css                                            | PostCSS            |        269 |          0 |         34 |        303 |
| c:\Users\conta\Desktop\project\client\src\components\header\header.tsx                                                   | TypeScript JSX     |         41 |          0 |          7 |         48 |
| c:\Users\conta\Desktop\project\client\src\components\header\searchInputMobile.tsx                                        | TypeScript JSX     |        198 |          1 |         41 |        240 |
| c:\Users\conta\Desktop\project\client\src\components\header\searchInputPC.tsx                                            | TypeScript JSX     |        190 |          1 |         42 |        233 |
| c:\Users\conta\Desktop\project\client\src\components\index.ts                                                            | TypeScript         |         12 |          0 |          0 |         12 |
| c:\Users\conta\Desktop\project\client\src\components\initSession.ts                                                      | TypeScript         |         12 |          0 |          3 |         15 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\button.tsx                                                | TypeScript JSX     |         17 |          0 |          2 |         19 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\imputForm.module.css                                      | PostCSS            |         64 |          0 |          7 |         71 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\index.ts                                                  | TypeScript         |          5 |          0 |          0 |          5 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\inputStr.tsx                                              | TypeScript JSX     |         41 |          0 |          2 |         43 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\inputStrAndSmall.tsx                                      | TypeScript JSX     |         41 |          0 |          2 |         43 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\inputTitle.tsx                                            | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\conta\Desktop\project\client\src\components\inputForm\textarea.tsx                                              | TypeScript JSX     |         33 |          0 |          2 |         35 |
| c:\Users\conta\Desktop\project\client\src\components\itemListRow\itemListRow.module.css                                  | PostCSS            |         77 |          0 |          9 |         86 |
| c:\Users\conta\Desktop\project\client\src\components\itemListRow\itemListRow.tsx                                         | TypeScript JSX     |         48 |          0 |          3 |         51 |
| c:\Users\conta\Desktop\project\client\src\components\link\children-link.tsx                                              | TypeScript JSX     |         14 |          0 |          2 |         16 |
| c:\Users\conta\Desktop\project\client\src\components\link\index.ts                                                       | TypeScript         |          4 |          0 |          0 |          4 |
| c:\Users\conta\Desktop\project\client\src\components\link\mypage-link-header.tsx                                         | TypeScript JSX     |          7 |          0 |          2 |          9 |
| c:\Users\conta\Desktop\project\client\src\components\link\normal-link-container.tsx                                      | TypeScript JSX     |         12 |          0 |          2 |         14 |
| c:\Users\conta\Desktop\project\client\src\components\link\normal-link.module.css                                         | PostCSS            |         40 |          0 |          3 |         43 |
| c:\Users\conta\Desktop\project\client\src\components\link\normal-link.tsx                                                | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\conta\Desktop\project\client\src\components\list\index.ts                                                       | TypeScript         |          7 |          0 |          0 |          7 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-check.tsx                                                 | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-disc-second.tsx                                           | TypeScript JSX     |          9 |          0 |          2 |         11 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-flow-arrow.tsx                                            | TypeScript JSX     |          9 |          0 |          1 |         10 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-flow.tsx                                                  | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-ul-second.tsx                                             | TypeScript JSX     |          9 |          0 |          2 |         11 |
| c:\Users\conta\Desktop\project\client\src\components\list\list-ul.tsx                                                    | TypeScript JSX     |          9 |          0 |          2 |         11 |
| c:\Users\conta\Desktop\project\client\src\components\list\list.module.css                                                | PostCSS            |          8 |          0 |          1 |          9 |
| c:\Users\conta\Desktop\project\client\src\components\list\nado.tsx                                                       | TypeScript JSX     |          3 |          0 |          0 |          3 |
| c:\Users\conta\Desktop\project\client\src\components\loading\loading.module.css                                          | PostCSS            |         35 |          0 |          5 |         40 |
| c:\Users\conta\Desktop\project\client\src\components\loading\topLoader.tsx                                               | TypeScript JSX     |         11 |          0 |          2 |         13 |
| c:\Users\conta\Desktop\project\client\src\components\star.tsx                                                            | TypeScript JSX     |         44 |          0 |          8 |         52 |
| c:\Users\conta\Desktop\project\client\src\components\terms\index.ts                                                      | TypeScript         |          6 |          0 |          0 |          6 |
| c:\Users\conta\Desktop\project\client\src\components\terms\list-div.tsx                                                  | TypeScript JSX     |         12 |          0 |          2 |         14 |
| c:\Users\conta\Desktop\project\client\src\components\terms\terms-kakko.tsx                                               | TypeScript JSX     |         18 |          0 |          2 |         20 |
| c:\Users\conta\Desktop\project\client\src\components\terms\terms-list-second.tsx                                         | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\conta\Desktop\project\client\src\components\terms\terms-list.tsx                                                | TypeScript JSX     |         16 |          0 |          2 |         18 |
| c:\Users\conta\Desktop\project\client\src\components\terms\terms-mini-section.tsx                                        | TypeScript JSX     |         18 |          0 |          2 |         20 |
| c:\Users\conta\Desktop\project\client\src\components\terms\terms-section.tsx                                             | TypeScript JSX     |         15 |          0 |          2 |         17 |
| c:\Users\conta\Desktop\project\client\src\components\title-back\back.tsx                                                 | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\conta\Desktop\project\client\src\components\title-back\title-back.module.css                                    | PostCSS            |         23 |          0 |          2 |         25 |
| c:\Users\conta\Desktop\project\client\src\components\title-back\title-back.tsx                                           | TypeScript JSX     |         21 |          0 |          5 |         26 |
| c:\Users\conta\Desktop\project\client\src\components\title-back\title.tsx                                                | TypeScript JSX     |         11 |          0 |          2 |         13 |
| c:\Users\conta\Desktop\project\client\src\components\tokutei\index.ts                                                    | TypeScript         |          3 |          0 |          0 |          3 |
| c:\Users\conta\Desktop\project\client\src\components\tokutei\second-header.tsx                                           | TypeScript JSX     |          7 |          0 |          2 |          9 |
| c:\Users\conta\Desktop\project\client\src\components\tokutei\tokutei-container.tsx                                       | TypeScript JSX     |         12 |          0 |          2 |         14 |
| c:\Users\conta\Desktop\project\client\src\components\tokutei\tokutei-section.tsx                                         | TypeScript JSX     |         14 |          0 |          2 |         16 |
| c:\Users\conta\Desktop\project\client\src\components\two-text-container\tow-text-container.module.css                    | PostCSS            |          9 |          0 |          1 |         10 |
| c:\Users\conta\Desktop\project\client\src\components\two-text-container\tow-text-container.tsx                           | TypeScript JSX     |         22 |          0 |          4 |         26 |
| c:\Users\conta\Desktop\project\client\src\hooks\useFollow.ts                                                             | TypeScript         |         49 |          1 |          8 |         58 |
| c:\Users\conta\Desktop\project\client\src\hooks\useGoodComment.ts                                                        | TypeScript         |         29 |          0 |          6 |         35 |
| c:\Users\conta\Desktop\project\client\src\hooks\useGoodItem.ts                                                           | TypeScript         |         29 |          0 |          6 |         35 |
| c:\Users\conta\Desktop\project\client\src\lib\auth.ts                                                                    | TypeScript         |        126 |          0 |         23 |        149 |
| c:\Users\conta\Desktop\project\client\src\lib\fetcher.ts                                                                 | TypeScript         |         11 |          0 |          2 |         13 |
| c:\Users\conta\Desktop\project\client\src\lib\fontawesome.ts                                                             | TypeScript         |          3 |          0 |          2 |          5 |
| c:\Users\conta\Desktop\project\client\src\lib\formatDuration.ts                                                          | TypeScript         |         10 |          0 |          3 |         13 |
| c:\Users\conta\Desktop\project\client\src\lib\formatRelativeTime.ts                                                      | TypeScript         |         26 |          0 |          1 |         27 |
| c:\Users\conta\Desktop\project\client\src\lib\normalizeJapanese.ts                                                       | TypeScript         |         16 |          0 |          5 |         21 |
| c:\Users\conta\Desktop\project\client\src\lib\refreshToken.ts                                                            | TypeScript         |         14 |          0 |          3 |         17 |
| c:\Users\conta\Desktop\project\client\src\middleware.ts                                                                  | TypeScript         |         59 |          0 |         14 |         73 |
| c:\Users\conta\Desktop\project\client\src\providers\session-provider.tsx                                                 | TypeScript JSX     |         16 |          0 |          4 |         20 |
| c:\Users\conta\Desktop\project\client\src\providers\toastBoundary.tsx                                                    | TypeScript JSX     |         21 |          0 |          2 |         23 |
| c:\Users\conta\Desktop\project\client\src\styles\components-style\itemList.module.css                                    | PostCSS            |        289 |          0 |         42 |        331 |
| c:\Users\conta\Desktop\project\client\src\styles\emailComplete.module.css                                                | PostCSS            |         40 |          0 |          3 |         43 |
| c:\Users\conta\Desktop\project\client\src\styles\globals.css                                                             | PostCSS            |        105 |          6 |         17 |        128 |
| c:\Users\conta\Desktop\project\client\src\styles\guide.module.css                                                        | PostCSS            |         21 |          0 |          3 |         24 |
| c:\Users\conta\Desktop\project\client\src\styles\login.module.css                                                        | PostCSS            |        154 |          0 |         14 |        168 |
| c:\Users\conta\Desktop\project\client\src\styles\terms.module.css                                                        | PostCSS            |        101 |          0 |         19 |        120 |
| c:\Users\conta\Desktop\project\client\src\styles\tokutei.module.css                                                      | PostCSS            |         79 |          0 |         14 |         93 |
| c:\Users\conta\Desktop\project\client\src\types\itemAttributes.ts                                                        | TypeScript         |         60 |          0 |          6 |         66 |
| c:\Users\conta\Desktop\project\client\src\types\itemListTypes.ts                                                         | TypeScript         |         45 |          0 |          6 |         51 |
| c:\Users\conta\Desktop\project\client\src\types\next-auth.d.ts                                                           | TypeScript         |         39 |          0 |          3 |         42 |
| c:\Users\conta\Desktop\project\client\src\types\purchaseSnapshot.ts                                                      | TypeScript         |         20 |          0 |          4 |         24 |
| c:\Users\conta\Desktop\project\client\tailwind.config.js                                                                 | JavaScript         |          9 |          2 |          1 |         12 |
| c:\Users\conta\Desktop\project\client\tsconfig.json                                                                      | JSON with Comments |         44 |          0 |          1 |         45 |
| Total                                                                                                                    |                    |     43,692 |         61 |      4,197 |     47,950 |
+--------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
